product_id,name,slug,brand,model,sku,category,price,original_price,discount_percentage,currency,description,short_description,specifications_json,rating,review_count,stock,warranty,use_cases_json,tags_json,images_json,color_options_json,highlights_json,featured,created_at,updated_at
PHN-006,Google Nova 6 Pro,google-nova-6-pro,Google,Nova 6 Pro,SKU-PHN-006,Smartphones,55000,58000,5,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 (Stock) with optimal RAM memory to keep applications load times low.","Modern Google smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14 (Stock)"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.4,63,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-007,Nothing Nova 7 Pro,nothing-nova-7-pro,Nothing,Nova 7 Pro,SKU-PHN-007,Smartphones,60000,63000,5,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Nothing OS 2.5 with optimal RAM memory to keep applications load times low.","Modern Nothing smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Nothing OS 2.5"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.5,66,0,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-008,Motorola Nova 8 Pro,motorola-nova-8-pro,Motorola,Nova 8 Pro,SKU-PHN-008,Smartphones,65000,68000,4,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 with optimal RAM memory to keep applications load times low.","Modern Motorola smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.5,69,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-008.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-009,Xiaomi Nova 9 Pro,xiaomi-nova-9-pro,Xiaomi,Nova 9 Pro,SKU-PHN-009,Smartphones,70000,73000,4,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on MIUI/HyperOS with optimal RAM memory to keep applications load times low.","Modern Xiaomi smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""MIUI/HyperOS"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.6,72,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-009.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-010,OnePlus Nova 10 Pro,oneplus-nova-10-pro,OnePlus,Nova 10 Pro,SKU-PHN-010,Smartphones,75000,78000,4,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 with optimal RAM memory to keep applications load times low.","Modern OnePlus smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",3.9,75,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-010.webp""]",,,true,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-011,Google Nova 11 Pro,google-nova-11-pro,Google,Nova 11 Pro,SKU-PHN-011,Smartphones,80000,83000,4,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 (Stock) with optimal RAM memory to keep applications load times low.","Modern Google smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14 (Stock)"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4,78,4,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-011.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-012,Nothing Nova 12 Pro,nothing-nova-12-pro,Nothing,Nova 12 Pro,SKU-PHN-012,Smartphones,85000,88000,3,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Nothing OS 2.5 with optimal RAM memory to keep applications load times low.","Modern Nothing smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Nothing OS 2.5"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.1,81,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-012.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-013,Motorola Nova 13 Pro,motorola-nova-13-pro,Motorola,Nova 13 Pro,SKU-PHN-013,Smartphones,90000,93000,3,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 with optimal RAM memory to keep applications load times low.","Modern Motorola smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.1,84,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-013.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-014,Xiaomi Nova 14 Pro,xiaomi-nova-14-pro,Xiaomi,Nova 14 Pro,SKU-PHN-014,Smartphones,95000,98000,3,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on MIUI/HyperOS with optimal RAM memory to keep applications load times low.","Modern Xiaomi smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""MIUI/HyperOS"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.2,87,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-014.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
PHN-015,OnePlus Nova 15 Pro,oneplus-nova-15-pro,OnePlus,Nova 15 Pro,SKU-PHN-015,Smartphones,100000,103000,3,INR,"A highly balanced mid-range smartphone carrying 5G connectivity, a multi-sensor rear camera cluster, and high-speed fast charging. It runs on Android 14 with optimal RAM memory to keep applications load times low.","Modern OnePlus smartphone configured with 5G speed, large display panel, and long battery life.","{""Display"":""6.5-inch IPS LCD 90Hz"",""Processor"":""MediaTek Dimensity 8000"",""RAM"":""8 GB RAM"",""Storage"":""128 GB"",""Rear Camera"":""64 MP Dual Camera"",""Front Camera"":""16 MP"",""Battery"":""5000 mAh"",""Charging"":""33 W Fast Charging"",""Operating System"":""Android 14"",""Connectivity"":""5G, Wi-Fi, Bluetooth""}",4.3,90,35,1 year,"[""Everyday use"",""Battery-focused use"",""Mobile gaming""]","[""smartphone"",""5g-mobile"",""fast-charging"",""budget-phone""]","[""/images/products/smartphones/phn-015.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-001,Lumina Pad Air Touch,lumina-pad-air-touch,Apple,iPad Air 11,SKU-TAB-001,Tablets,59900,62900,5,INR,"An ultrathin 11-inch tablet packing dynamic processor power. Designed for students, designers, and notes cataloging, its crisp Liquid Retina display supports pixel-precise digital sketch tools, and matches high responsiveness for gaming and spreadsheets.","Thin 11-inch professional stylus-ready tablet for study, creative drawing, and media streaming.","{""Display"":""11-inch Liquid Retina Display"",""Processor"":""Apple M2 Silicon"",""RAM"":""8 GB Unified Memory"",""Storage"":""128 GB Flash Storage"",""Camera"":""12 MP Wide Rear Camera"",""Battery"":""28.9 Wh"",""Weight"":""462 g"",""Connectivity"":""Wi-Fi 6E, Bluetooth 5.3""}",4.7,65,20,1 year,"[""College"",""Graphic design"",""Travel""]","[""tablet"",""ipad-air"",""m2-tablet"",""drawing-canvas""]","[""/images/products/tablets/tab-001.webp""]","[""Space Grey"",""Starlight"",""Purple""]","[""Liquid Retina TrueTone Display"",""Powerful M2 Silicon Processor"",""Apple Pencil Pro Compatible""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-002,Xiaomi Tab S-Pro 2,xiaomi-tab-s-pro-2,Xiaomi,Tab S-Pro 2,SKU-TAB-002,Tablets,30000,32000,6,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient Xiaomi touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.2,40,24,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-003,OnePlus Tab S-Pro 3,oneplus-tab-s-pro-3,OnePlus,Tab S-Pro 3,SKU-TAB-003,Tablets,36000,38000,5,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient OnePlus touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.3,45,24,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-003.webp""]",,,true,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-004,Samsung Tab S-Pro 4,samsung-tab-s-pro-4,Samsung,Tab S-Pro 4,SKU-TAB-004,Tablets,42000,44000,5,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient Samsung touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.4,50,0,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-004.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-005,Lenovo Tab S-Pro 5,lenovo-tab-s-pro-5,Lenovo,Tab S-Pro 5,SKU-TAB-005,Tablets,48000,50000,4,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient Lenovo touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.5,55,24,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-005.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-006,Xiaomi Tab S-Pro 6,xiaomi-tab-s-pro-6,Xiaomi,Tab S-Pro 6,SKU-TAB-006,Tablets,54000,56000,4,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient Xiaomi touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.6,60,2,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-007,OnePlus Tab S-Pro 7,oneplus-tab-s-pro-7,OnePlus,Tab S-Pro 7,SKU-TAB-007,Tablets,60000,62000,3,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient OnePlus touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4.7,65,24,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
TAB-008,Samsung Tab S-Pro 8,samsung-tab-s-pro-8,Samsung,Tab S-Pro 8,SKU-TAB-008,Tablets,66000,68000,3,INR,"A highly versatile multimedia tablet designed for document editing, high-definition streaming, and academic reading. The lightweight chassis contains a long-lasting battery, clear stereo speakers, and micro-SD expansion slots for localized storage.","Convenient Samsung touch screen tablet suitable for study, streaming media, and office notes.","{""Display"":""10.5-inch IPS Panel"",""Processor"":""Octa-Core Processor"",""RAM"":""6 GB RAM"",""Storage"":""128 GB Internal"",""Camera"":""8 MP Auto-Focus Rear"",""Battery"":""7040 mAh"",""Weight"":""480 g"",""Connectivity"":""Wi-Fi, Bluetooth""}",4,70,24,1 year,"[""College"",""Office work"",""Travel""]","[""tablet"",""touchscreen"",""media-player"",""study-companion""]","[""/images/products/tablets/tab-008.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-001,LuminaScreen Pro 27 4K,luminascreen-pro-27-4k,Dell,LuminaScreen 27,SKU-MON-001,Monitors,36999,39999,8,INR,"An elite 27-inch 4K IPS display color-calibrated for designers, photographers, and video editors. Featuring a USB-C interface providing power delivery, it functions as a hardware expansion dock while reducing desk cable clutter. High contrast ratio makes every pixel details visible.",Color-accurate 27-inch 4K IPS display monitor with USB-C video input and power hub features.,"{""Display Size"":""27-inch"",""Resolution"":""3840 x 2160 (4K UHD)"",""Panel Type"":""IPS"",""Refresh Rate"":""60 Hz"",""Response Time"":""5 ms"",""Color Gamut"":""99% sRGB, 95% DCI-P3"",""Ports"":""USB-C (90W PD), HDMI 2.0, DisplayPort 1.4"",""Stand Adjustment"":""Height, Pivot, Swivel, Tilt""}",4.6,48,14,3 years,"[""Office work"",""Graphic design"",""Video editing"",""Programming""]","[""4k-monitor"",""ips-panel"",""usb-c-hub"",""color-accurate"",""display-monitor""]","[""/images/products/monitors/mon-001.webp""]","[""Platinum Silver""]","[""Ultra HD 4K Resolution"",""90W USB-C Power Delivery"",""IPS Wide Viewing Angles""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-002,ASUS DisplayMax 2-GenCurved,asus-displaymax-2-gencurved,ASUS,DisplayMax 2,SKU-MON-002,Monitors,20000,22000,9,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.3,34,16,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-003,Samsung DisplayMax 3-GenCurved,samsung-displaymax-3-gencurved,Samsung,DisplayMax 3,SKU-MON-003,Monitors,24000,26000,8,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.4,40,0,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-003.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-004,LG DisplayMax 4-GenCurved,lg-displaymax-4-gencurved,LG,DisplayMax 4,SKU-MON-004,Monitors,28000,30000,7,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.5,46,16,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-004.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-005,BenQ DisplayMax 5-GenCurved,benq-displaymax-5-gencurved,BenQ,DisplayMax 5,SKU-MON-005,Monitors,32000,34000,6,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.5,52,16,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-005.webp""]",,,true,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-006,ASUS DisplayMax 6-GenCurved,asus-displaymax-6-gencurved,ASUS,DisplayMax 6,SKU-MON-006,Monitors,36000,38000,5,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.6,58,16,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-006.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-007,Samsung DisplayMax 7-GenCurved,samsung-displaymax-7-gencurved,Samsung,DisplayMax 7,SKU-MON-007,Monitors,40000,42000,5,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.7,64,1,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-007.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
MON-008,LG DisplayMax 8-GenCurved,lg-displaymax-8-gencurved,LG,DisplayMax 8,SKU-MON-008,Monitors,44000,46000,4,INR,"A robust computer display designed to extend workstation setups. With a flicker-free panel and blue-light reduction, it ensures comfortable usage during extended programming or data-analysis work sessions.",Comfortable computer display monitor with anti-glare filters and adjustable ergonomic stands.,"{""Display Size"":""24-inch"",""Resolution"":""1920 x 1080 (Full HD)"",""Panel Type"":""IPS"",""Refresh Rate"":""75 Hz"",""Response Time"":""4 ms"",""Color Gamut"":""99% sRGB"",""Ports"":""HDMI, VGA, DisplayPort"",""Stand Adjustment"":""Tilt Only""}",4.1,70,16,3 years,"[""Office work"",""Programming"",""Multi-monitor setup""]","[""monitor"",""ergonomic"",""ips-display"",""computer-accessories""]","[""/images/products/monitors/mon-008.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-001,TactileClick Mechanical Pro,tactileclick-mechanical-pro,Keychron,K2 v2,SKU-KEY-001,Keyboards,7499,8499,12,INR,"A premium compact mechanical keyboard featuring hot-swappable switches, wireless Bluetooth pairing, and an aluminum frame. Tactile click feedback provides a satisfying, highly precise typing experience for coding and document editing, while macOS/Windows dual layout compatibility lets you transition between systems instantly.",Hot-swappable wireless mechanical keyboard configured with long battery life and premium tactile switches.,"{""Layout"":""75% Compact"",""Connection"":""Bluetooth 5.1 / USB-C Wired"",""Switch Type"":""Gateron G-Pro Brown Mechanical"",""Backlighting"":""White LED"",""Compatibility"":""macOS / Windows / Android"",""Battery"":""4000 mAh""}",4.7,154,35,1 year,"[""Coding"",""Office work"",""Gaming""]","[""mechanical-keyboard"",""wireless-keyboard"",""hot-swappable"",""keychron"",""tactile-typing""]","[""/images/products/keyboards/key-001.webp""]","[""Classic Charcoal"",""Space Gray""]","[""Hot-Swappable Switch Sockets"",""Bluetooth & Wired Dual Mode"",""Premium Aluminium Frame""]",true,2026-07-01T10:00:00.000Z,2026-08-01T10:00:00.000Z
KEY-002,Corsair Typist-Series Keyboard 2,corsair-typist-series-keyboard-2,Corsair,Typist 2,SKU-KEY-002,Keyboards,3900,4200,7,INR,A daily keyboard designed with low-profile keys to promote comfortable ergonomic hand positioning. Quiet-click mechanisms prevent disturbing co-workers in public workspace setups.,Quiet-typing keyboard with ergonomic adjustments and splash-resistant construction.,"{""Layout"":""Full size"",""Connection"":""USB wired"",""Switch Type"":""Membrane switches"",""Backlighting"":""None"",""Compatibility"":""Windows and macOS"",""Cable Length"":""1.5 m""}",4,50,48,1 year,"[""Office work"",""College""]","[""keyboard"",""silent-keys"",""computer-input"",""office-desktop""]","[""/images/products/keyboards/key-002.webp""]",,,false,2026-07-06T10:00:00.000Z,2026-08-01T10:00:00.000Z
